STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,OBS_VALUE,OBS_STATUS
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CAN,Canada,2021,98692,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CHE,Switzerland,2021,38592,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CHE,Switzerland,2021,38592,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,CHN,China (People's Republic of),2021,7414200,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,CHN,China (People's Republic of),2021,7414200,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,DEU,Germany,2021,645620,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,DEU,Germany,2021,645620,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,ESP,Spain,2021,140397,P
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,ESP,Spain,2021,140397,P
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,FRA,France,2021,382712,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,FRA,France,2021,382712,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,GBR,United Kingdom,2021,162951,E
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,GBR,United Kingdom,2021,162951,E
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,HUN,Hungary,2021,65887,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,HUN,Hungary,2021,65887,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,JPN,Japan,2021,1583725,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,JPN,Japan,2021,1583725,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,KOR,Korea,2021,660935,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,KOR,Korea,2021,660935,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,MEX,Mexico,2021,129213,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,MEX,Mexico,2021,129213,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,NLD,Netherlands,2021,51763,B
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,NLD,Netherlands,2021,51763,BP
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,NZL,New Zealand,2021,13635,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,NZL,New Zealand,2021,13635,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,SWE,Sweden,2021,20840.58,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,SWE,Sweden,2021,20840.58,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPITBED,Total hospital beds,NOMBRENB,Number,USA,United States,2021,919649,A
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOPBTBED,Total hospital beds,NOMBRENB,Number,USA,United States,2021,919649,A
